# Description: Detailed error analysis for the Hybrid (ARIMA-LSTM) model on the test set.
# Includes raw error, percentage error, and directional accuracy.
Date,Actual,Predicted,Raw_Error,Percentage_Error,Actual_Direction,Predicted_Direction,Directional_Accuracy
2022-11-09,0.0368129320626909,0.04227424299748211,0.005461310934791207,14.835305499412055,Up,Down,0
2022-11-10,0.039550912767182,0.04227424299748211,0.0027233302303001083,6.885631809134465,Down,Down,1
2022-11-10,0.039550912767182,0.04227424299748211,0.0027233302303001083,6.885631809134465,Up,Down,0
2022-11-11,0.0406456875846229,0.04227424299748211,0.001628555412859209,4.006711436406663,Down,Down,1
2022-11-11,0.0406456875846229,0.04227424299748211,0.001628555412859209,4.006711436406663,Down,Down,1
2022-11-14,0.0395988734396827,0.04227424299748211,0.0026753695577994077,6.756175934839536,Down,Down,1
2022-11-14,0.0395988734396827,0.04227424299748211,0.0026753695577994077,6.756175934839536,Up,Down,0
2022-11-15,0.0403224677164284,0.04227424299748211,0.001951775281053704,4.840416253240623,Down,Down,1
2022-11-15,0.0403224677164284,0.04227424299748211,0.001951775281053704,4.840416253240623,Down,Down,1
2022-11-16,0.0387585036915129,0.04227424299748211,0.003515739305969205,9.070885021650255,Down,Down,1
2022-11-16,0.0387585036915129,0.04227424299748211,0.003515739305969205,9.070885021650255,Down,Down,1
2022-11-17,0.0379765216790552,0.04227424299748211,0.004297721318426907,11.316785025094031,Down,Down,1
2022-11-17,0.0379765216790552,0.04227424299748211,0.004297721318426907,11.316785025094031,Down,Down,1
2022-11-18,0.0373551075307521,0.04227424299748211,0.004919135466730007,13.168575308424407,Down,Down,1
2022-11-18,0.0373551075307521,0.04227424299748211,0.004919135466730007,13.168575308424407,Down,Down,1
2022-11-21,0.034786034431849,0.04227424299748211,0.007488208565633106,21.526479485046266,Down,Down,1
2022-11-21,0.034786034431849,0.04227424299748211,0.007488208565633106,21.526479485046266,Up,Down,0
2022-11-22,0.0352114344284861,0.04227424299748211,0.007062808568996007,20.058281304445195,Down,Down,1
2022-11-22,0.0352114344284861,0.04227424299748211,0.007062808568996007,20.058281304445195,Up,Down,0
2022-11-23,0.0379827772806034,0.04227424299748211,0.00429146571687871,11.29845162499538,Down,Down,1
2022-11-23,0.0379827772806034,0.04227424299748211,0.00429146571687871,11.29845162499538,Down,Down,1
2022-11-25,0.0379118783417949,0.04227424299748211,0.0043623646556872064,11.506590668914544,Down,Down,1
2022-11-25,0.0379118783417949,0.04227424299748211,0.0043623646556872064,11.506590668914544,Up,Down,0
2022-11-28,0.0379243895448913,0.04227424299748211,0.004349853452590806,11.4698048005278,Down,Down,1
2022-11-28,0.0379243895448913,0.04227424299748211,0.004349853452590806,11.4698048005278,Down,Down,1
2022-11-29,0.0374885656669359,0.04227424299748211,0.0047856773305462105,12.765698674801726,Down,Down,1
2022-11-29,0.0374885656669359,0.04227424299748211,0.0047856773305462105,12.765698674801726,Up,Down,0
2022-11-30,0.0403808554521405,0.04227424299748211,0.0018933875453416085,4.688824751584712,Down,Down,1
2022-11-30,0.0403808554521405,0.04227424299748211,0.0018933875453416085,4.688824751584712,Down,Down,1
2022-12-01,0.0403808554521405,0.04227424299748211,0.0018933875453416085,4.688824751584712,Down,Down,1
2022-12-01,0.0403808554521405,0.04227424299748211,0.0018933875453416085,4.688824751584712,Up,Down,0
2022-12-02,0.0404142207816597,0.04227424299748211,0.0018600222158224045,4.602395344627051,Down,Down,1
2022-12-02,0.0404142207816597,0.04227424299748211,0.0018600222158224045,4.602395344627051,Down,Down,1
2022-12-05,0.0378263808781118,0.04227424299748211,0.004447862119370309,11.75862457923925,Down,Down,1
2022-12-05,0.0378263808781118,0.04227424299748211,0.004447862119370309,11.75862457923925,Down,Down,1
2022-12-06,0.0372779529903954,0.04227424299748211,0.004996290007086707,13.40280140482497,Down,Down,1
2022-12-06,0.0372779529903954,0.04227424299748211,0.004996290007086707,13.40280140482497,Down,Down,1
2022-12-07,0.0360726551211856,0.04227424299748211,0.006201587876296509,17.191936261587504,Down,Down,1
2022-12-07,0.0360726551211856,0.04227424299748211,0.006201587876296509,17.191936261587504,Down,Down,1
2022-12-08,0.0359475399083282,0.04227424299748211,0.0063267030891539094,17.5998221444026,Down,Down,1
2022-12-08,0.0359475399083282,0.04227424299748211,0.0063267030891539094,17.5998221444026,Up,Down,0
2022-12-09,0.0371173851262407,0.04227424299748211,0.005156857871241406,13.893375984602125,Down,Down,1
2022-12-09,0.0371173851262407,0.04227424299748211,0.005156857871241406,13.893375984602125,Down,Down,1
2022-12-12,0.0347756105505306,0.04227424299748211,0.007498632446951509,21.562906670051536,Down,Down,1
2022-12-12,0.0347756105505306,0.04227424299748211,0.007498632446951509,21.562906670051536,Down,Down,1
2022-12-13,0.0333430173400208,0.04227424299748211,0.008931225657461309,26.785895128757225,Down,Down,1
2022-12-13,0.0333430173400208,0.04227424299748211,0.008931225657461309,26.785895128757225,Down,Down,1
2022-12-14,0.0324776251856581,0.04227424299748211,0.009796617811824004,30.164206144450866,Down,Down,1
2022-12-14,0.0324776251856581,0.04227424299748211,0.009796617811824004,30.164206144450866,Up,Down,0
2022-12-15,0.0326590439943425,0.04227424299748211,0.009615199003139605,29.441152670620845,Down,Down,1
2022-12-15,0.0326590439943425,0.04227424299748211,0.009615199003139605,29.441152670620845,Down,Down,1
2022-12-16,0.0311075911725235,0.04227424299748211,0.011166651824958608,35.896870841037064,Down,Down,1
